id,区,町字,順,レイヤー,種別,名称,住所,緯度,経度,説明あり,現teaser,担当,写真ファイル名,伏せた一行,到着後の説明
7628,台東区,寿,2,体験する,老舗,ホワイトローズ,東京都台東区寿２－８－１５,35.709412,139.789581,,1721年から続く高級透明傘製造,,,,
7714,台東区,寿,3,体験する,陶芸工房,dakota工房,東京都台東区寿4-6-11,35.708485,139.792404,,陶芸の職人が手を動かしている仕事場,,,,
7548,台東区,寿,4,静かに歩く,児童遊園,寿三丁目児童遊園,寿3-20-2,35.707785,139.791904,,子どもの声が聞こえる、町の小さな広場,,,,
7563,台東区,寿,5,静かに歩く,児童遊園,寿児童遊園,寿3-16-18,35.707245,139.793064,,腰を下ろせるベンチと木陰がある場所,,,,
7734,台東区,寿,6,体験する,硯,株式会社宝研堂,東京都台東区寿4-1-11,35.707935,139.793915,,硯の職人が手を動かしている仕事場,,,,
7762,台東区,寿,7,体験する,江戸木彫刻,宗舟,東京都台東区寿4-12-2,35.708389,139.793777,,江戸木彫刻の職人が手を動かしている仕事場,,,,
7747,台東区,寿,8,体験する,桐工芸,株式会社箱長,東京都台東区寿1-4-5,35.706898,139.790085,,「桐工芸」を今も手で作っている工房,,,,
7861,台東区,寿,9,静かに歩く,公園,済美公園,東京都台東区寿1-4-4,35.706675,139.790004,,歩き疲れた足を休められる場所,,,,
7785,台東区,三ノ輪,1,体験する,銭湯,改栄湯,東京都台東区三ノ輪2-10-15,35.730135,139.794317,,番台の向こうに湯気が立つ、地元の風呂,,,,
7553,台東区,三ノ輪,2,静かに歩く,児童遊園,三ノ輪児童遊園,三ノ輪2-5-5,35.729443,139.793232,,腰を下ろせるベンチと木陰がある場所,,,,
7804,台東区,三ノ輪,3,静かに歩く,公園,東盛公園,東京都台東区三ノ輪1-23-2,35.728213,139.792932,,歩き疲れた足を休められる場所,,,,
7559,台東区,小島,1,静かに歩く,児童遊園,小島二丁目児童遊園,小島2-20-5,35.706755,139.782075,,誰にも急かされずに座っていられる場所,,,,
7702,台東区,小島,2,体験する,化粧品製造,タマ美容化学,東京都台東区小島2-18-14,35.706707,139.784088,,化粧品製造の職人が手を動かしている仕事場,,,,
7703,台東区,小島,3,体験する,硝子食器,木本硝子,東京都台東区小島2-18-17,35.706657,139.784561,,作っているところを覗ける硝子食器の工房,,,,
7814,台東区,小島,4,静かに歩く,公園,小島公園,東京都台東区小島2-9-4,35.705675,139.783895,,誰にも急かされずに座っていられる場所,,,,
7733,台東区,入谷,1,体験する,ガラスペン,佐瀬工業所,東京都台東区入谷2-29-8,35.721642,139.78923,,ガラスペンの職人が手を動かしている仕事場,,,,
7827,台東区,入谷,2,静かに歩く,公園,大正公園,東京都台東区入谷2-23-11,35.721034,139.788063,,誰にも急かされずに座っていられる場所,,,,
7657,台東区,入谷,3,体験する,うどん製造・販売・飲食,手打ちうどん家康,東京都台東区入谷1-23-2,35.721245,139.786865,,作っているところを覗けるうどん製造・販売・飲食の工房,,,,
7792,台東区,千束,1,体験する,銭湯,堤柳泉,東京都台東区千束4-5-4,35.723969,139.797453,,番台の向こうに湯気が立つ、地元の風呂,,,,
7829,台東区,千束,2,静かに歩く,公園,京町公園,東京都台東区千束3-26-18,35.722194,139.794743,,子どもの声が聞こえる、町の小さな広場,,,,
7665,台東区,千束,3,体験する,印章彫刻,伊藤印房,東京都台東区千束1-19-4,35.720139,139.791275,,印章彫刻の職人が手を動かしている仕事場,,,,
7664,台東区,千束,4,体験する,江戸簾,田中製簾所,東京都台東区千束1-18-6,35.719597,139.79129,,「江戸簾」を今も手で作っている工房,,,,
7663,台東区,千束,5,体験する,機織り・藍染め工房,和なり屋,東京都台東区千束1-8-10 黒沢ビル1F,35.718395,139.791077,,機織り・藍染めの職人が手を動かしている仕事場,,,,
7796,台東区,千束,6,体験する,銭湯,富久の湯,東京都台東区千束2-34-6,35.722857,139.790507,,旅の途中で湯に浸かれる、町の風呂屋,,,,
7704,台東区,鳥越,1,体験する,木札,木札職人芳雲の店　フダヤドットコム,東京都台東区鳥越1-31-4,35.70343,139.78212,,木札の職人が手を動かしている仕事場,,,,
7707,台東区,鳥越,2,体験する,袋物・鞄,かくいわ芝田　吾希,東京都台東区鳥越1-10-6,35.702881,139.781815,,袋物・鞄の職人が手を動かしている仕事場,,,,
7706,台東区,鳥越,3,体験する,くるみボタン,くるみボタン工房　MiSuZuYa,東京都台東区鳥越1-6-6,35.70256,139.782089,,作っているところを覗けるくるみボタンの工房,,,,
7705,台東区,鳥越,4,体験する,袋物,藤井袋物,東京都台東区鳥越1-17-5,35.702877,139.783463,,袋物の職人が手を動かしている仕事場,,,,
7708,台東区,鳥越,5,体験する,革手工芸,協進エル,東京都台東区鳥越2-10-8,35.702957,139.785477,,革手工芸の職人が手を動かしている仕事場,,,,
7839,台東区,清川,1,静かに歩く,公園,清川公園,東京都台東区清川2-22-4,35.727174,139.803533,,子どもの声が聞こえる、町の小さな広場,,,,
7807,台東区,清川,2,静かに歩く,公園,石浜公園,東京都台東区清川1-14-21,35.724834,139.804013,,子どもの声が聞こえる、町の小さな広場,,,,
7735,台東区,清川,3,体験する,皮革工芸,大久保商店,東京都台東区清川1-5-4,35.723145,139.802032,,皮革工芸の職人が手を動かしている仕事場,,,,
7838,台東区,日本堤,1,静かに歩く,公園,堤児童公園,東京都台東区日本堤2-23-11,35.728253,139.796862,,歩き疲れた足を休められる場所,,,,
7801,台東区,日本堤,2,体験する,銭湯,天然温泉　湯どんぶり栄湯,東京都台東区日本堤1-4-5,35.725731,139.798751,,旅の途中で湯に浸かれる、町の風呂屋,,,,
7828,台東区,今戸,1,静かに歩く,公園,今戸公園,東京都台東区今戸2-24-1,35.721355,139.806383,,誰にも急かされずに座っていられる場所,,,,
7863,台東区,今戸,2,静かに歩く,公園,吉野公園,東京都台東区今戸1-11-7,35.720645,139.802023,,腰を下ろせるベンチと木陰がある場所,,,,
7864,台東区,秋葉原,1,静かに歩く,公園,秋葉原練塀公園,東京都台東区秋葉原4-1,35.701931,139.774167,,歩き疲れた足を休められる場所,,,,
